GaugeID,Start Date,End Date,Peak Flood Level (m),Peak FL Date,Num Peak FL,Peak Discharge Q (cumec),Peak Discharge Date,Flood Volume (cumec),Event Duration (days),Time to Peak (days),Recession Time (day),Flood Type
INDOFLOODS-gauge-118-71,1976-02-05,1976-02-08,66.8,1976-02-06,1,35.0,1976-02-06,111.5,4,2,3,Flood
INDOFLOODS-gauge-118-72,1976-04-27,1976-04-30,67.16,1976-04-28,1,25.0,1976-04-28,82.0,4,2,3,Flood
INDOFLOODS-gauge-118-73,1976-05-07,1976-05-08,66.84,1976-05-07,1,9.5,1976-05-07,17.5,2,1,2,Flood
INDOFLOODS-gauge-118-74,1976-05-12,1976-06-01,67.835,1976-05-14,1,420.0,1976-05-15,3090.09,21,3,19,Severe Flood
INDOFLOODS-gauge-118-75,1976-06-03,1976-06-22,67.95,1976-06-11,1,780.0,1976-06-11,2502.57,20,9,12,Severe Flood
INDOFLOODS-gauge-118-76,1976-06-24,1977-01-14,68.72,1976-07-10,1,1612.6,1976-08-22,30515.13,205,17,189,Severe Flood
INDOFLOODS-gauge-118-77,1977-01-16,1977-02-12,66.9,1977-01-16,2,3.2,1977-01-16,59.91,28,1,28,Flood
INDOFLOODS-gauge-118-78,1977-04-13,1977-06-03,67.99,1977-05-04,1,26.0,1977-04-19,446.55,52,22,31,Severe Flood
INDOFLOODS-gauge-118-79,1977-06-06,1977-06-24,67.11,1977-06-23,1,24.0,1977-06-23,272.06,19,18,2,Flood
INDOFLOODS-gauge-118-80,1977-06-26,1977-06-29,66.92,1977-06-26,1,13.75,1977-06-26,42.75,4,1,4,Flood
INDOFLOODS-gauge-118-81,1977-07-03,1977-07-08,67.25,1977-07-05,1,70.25,1977-07-05,248.0,6,3,4,Flood
INDOFLOODS-gauge-118-82,1977-07-10,1977-07-12,66.97,1977-07-10,1,16.89,1977-07-10,39.96,3,1,3,Flood
INDOFLOODS-gauge-118-83,1977-07-14,1977-11-27,68.43,1977-08-19,1,879.8,1977-08-19,18107.37,137,37,101,Severe Flood
INDOFLOODS-gauge-118-84,1977-11-29,1978-02-23,67.19,1977-12-29,1,24.0,1977-12-18,640.81,87,31,57,Flood
INDOFLOODS-gauge-118-85,1978-02-25,1978-02-27,66.94,1978-02-25,1,2.46,1978-02-25,7.06,3,1,3,Flood
INDOFLOODS-gauge-118-86,1978-03-01,1978-03-27,67.12,1978-03-14,1,4.2,1978-03-14,71.3,27,14,14,Flood
INDOFLOODS-gauge-118-87,1978-03-29,1978-04-06,66.915,1978-03-29,1,2.3,1978-03-29,11.92,9,1,9,Flood
INDOFLOODS-gauge-118-88,1978-04-14,1978-05-25,67.96,1978-04-18,1,280.0,1978-04-26,1549.42,42,5,38,Severe Flood
INDOFLOODS-gauge-118-89,1978-05-28,1979-01-12,68.68,1978-07-16,1,1130.0,1978-07-16,15957.24,230,50,181,Severe Flood
INDOFLOODS-gauge-118-90,1979-02-09,1979-02-18,67.04,1979-02-11,2,24.4,1979-02-10,102.82,10,3,8,Flood
INDOFLOODS-gauge-118-91,1979-02-27,1979-02-28,66.76,1979-02-27,2,4.6,1979-02-27,9.2,2,1,2,Flood
INDOFLOODS-gauge-118-92,1979-03-11,1979-03-11,66.76,1979-03-11,1,4.6,1979-03-11,4.6,1,1,1,Flood
INDOFLOODS-gauge-118-93,1979-05-12,1979-05-13,66.76,1979-05-12,2,,,,2,1,2,Flood
INDOFLOODS-gauge-118-94,1979-06-09,1980-01-13,68.86,1979-08-21,1,1692.57,1979-08-21,23019.24,219,74,146,Severe Flood
INDOFLOODS-gauge-118-95,1980-05-13,1980-05-13,66.81,1980-05-13,1,1.84,1980-05-13,1.84,1,1,1,Flood
INDOFLOODS-gauge-118-96,1980-05-15,1980-05-15,66.77,1980-05-15,1,1.64,1980-05-15,1.64,1,1,1,Flood
INDOFLOODS-gauge-118-97,1980-05-28,1981-01-06,68.14,1980-09-13,1,926.69,1980-09-13,12071.88,224,109,116,Severe Flood
INDOFLOODS-gauge-118-98,1981-01-08,1981-01-10,66.8,1981-01-09,1,3.19,1981-01-09,9.14,3,2,2,Flood
INDOFLOODS-gauge-118-99,1981-01-12,1981-01-12,66.89,1981-01-12,1,4.5,1981-01-12,4.5,1,1,1,Flood
INDOFLOODS-gauge-118-100,1981-04-03,1981-04-07,66.9,1981-04-04,1,4.17,1981-04-07,20.33,5,2,4,Flood
INDOFLOODS-gauge-118-101,1981-04-17,1981-04-17,66.85,1981-04-17,1,4.04,1981-04-17,4.04,1,1,1,Flood
INDOFLOODS-gauge-118-102,1981-04-19,1981-04-21,66.83,1981-04-19,1,4.08,1981-04-20,12.18,3,1,3,Flood
INDOFLOODS-gauge-118-103,1981-04-25,1981-05-17,66.93,1981-05-16,1,8.5,1981-05-16,108.48,23,22,2,Flood
INDOFLOODS-gauge-118-104,1981-05-19,1981-06-22,67.7,1981-06-02,1,87.5,1981-06-02,1022.3,35,15,21,Flood
INDOFLOODS-gauge-118-105,1981-06-27,1981-12-25,68.41,1981-07-02,1,637.98,1981-07-31,7507.11,182,6,177,Severe Flood
INDOFLOODS-gauge-118-106,1982-01-15,1982-01-18,66.78,1982-01-16,1,5.9,1982-01-16,22.73,4,2,3,Flood
INDOFLOODS-gauge-118-107,1982-01-22,1982-01-22,66.76,1982-01-22,1,5.4,1982-01-22,5.4,1,1,1,Flood
INDOFLOODS-gauge-118-108,1982-06-12,1982-06-13,66.86,1982-06-12,1,7.15,1982-06-12,12.7,2,1,2,Flood
INDOFLOODS-gauge-118-109,1982-06-20,1982-08-12,67.64,1982-06-22,1,145.0,1982-06-22,2121.0,54,3,52,Flood
INDOFLOODS-gauge-118-110,1982-08-17,1982-08-23,67.39,1982-08-21,1,62.82,1982-08-21,129.77,7,5,3,Flood
INDOFLOODS-gauge-118-111,1982-08-29,1982-08-31,67.35,1982-08-29,1,15.99,1982-08-29,34.77,3,1,3,Flood
INDOFLOODS-gauge-118-112,1982-09-06,1982-09-08,66.93,1982-09-06,2,8.33,1982-09-06,23.15,3,1,3,Flood
INDOFLOODS-gauge-118-113,1982-09-14,1982-09-25,67.795,1982-09-16,1,364.33,1982-09-18,1868.75,12,3,10,Severe Flood
INDOFLOODS-gauge-118-114,1983-06-02,1983-06-06,66.83,1983-06-03,1,10.8,1983-06-03,46.2,5,2,4,Flood
INDOFLOODS-gauge-118-115,1983-06-16,1983-06-17,66.9,1983-06-17,1,12.0,1983-06-17,21.2,2,2,1,Flood
INDOFLOODS-gauge-118-116,1983-06-25,1983-06-27,67.23,1983-06-25,1,29.0,1983-06-25,60.0,3,1,3,Flood
INDOFLOODS-gauge-118-117,1983-07-02,1983-07-14,68.5,1983-07-06,1,84.5,1983-07-06,575.71,13,5,9,Severe Flood
INDOFLOODS-gauge-118-118,1983-07-16,1983-12-24,68.715,1983-07-16,1,1374.1,1983-07-16,29527.39,162,1,162,Severe Flood
INDOFLOODS-gauge-118-119,1983-12-26,1984-01-03,66.95,1983-12-28,1,23.7,1983-12-28,143.38,9,3,7,Flood
INDOFLOODS-gauge-118-120,1984-01-17,1984-01-24,67.15,1984-01-18,2,40.0,1984-01-18,177.59,8,2,7,Flood
INDOFLOODS-gauge-118-121,1984-01-26,1984-01-31,66.95,1984-01-28,1,22.4,1984-01-28,96.0,6,3,4,Flood
INDOFLOODS-gauge-118-122,1984-02-21,1984-02-21,66.76,1984-02-21,1,4.4,1984-02-21,4.4,1,1,1,Flood
INDOFLOODS-gauge-118-123,1984-05-10,1984-05-12,66.8,1984-05-10,2,3.4,1984-05-10,9.6,3,1,3,Flood
INDOFLOODS-gauge-118-124,1984-05-16,1984-05-19,67.11,1984-05-16,1,20.82,1984-05-16,51.52,4,1,4,Flood
INDOFLOODS-gauge-118-125,1984-05-30,1984-06-01,66.85,1984-05-30,1,9.69,1984-06-01,17.39,3,1,3,Flood
INDOFLOODS-gauge-118-126,1984-06-07,1984-06-13,67.45,1984-06-10,1,58.2,1984-06-10,262.6,7,4,4,Flood
INDOFLOODS-gauge-118-127,1984-06-16,1984-10-09,68.82,1984-07-24,2,1601.6,1984-09-17,33780.49,116,39,78,Severe Flood
INDOFLOODS-gauge-118-128,1984-10-21,1984-10-21,66.8,1984-10-21,1,80.0,1984-10-21,80.0,1,1,1,Flood
INDOFLOODS-gauge-118-129,1985-05-21,1985-05-22,67.28,1985-05-21,1,66.5,1985-05-21,98.9,2,1,2,Flood
INDOFLOODS-gauge-118-130,1985-06-14,1985-06-15,67.22,1985-06-14,1,61.0,1985-06-14,82.48,2,1,2,Flood
INDOFLOODS-gauge-118-131,1985-06-19,1985-06-21,67.1,1985-06-19,1,242.18,1985-06-21,418.94,3,1,3,Flood
INDOFLOODS-gauge-118-132,1985-06-23,1985-06-23,66.82,1985-06-23,1,91.84,1985-06-23,91.84,1,1,1,Flood
INDOFLOODS-gauge-118-133,1985-06-30,1985-07-12,67.3,1985-07-08,1,261.34,1985-07-08,1713.22,13,9,5,Flood
INDOFLOODS-gauge-118-134,1985-07-14,1985-07-20,67.17,1985-07-14,1,198.98,1985-07-14,967.91,7,1,7,Flood
INDOFLOODS-gauge-118-135,1985-07-22,1985-08-07,68.52,1985-07-29,1,1130.75,1985-07-29,6737.44,17,8,10,Severe Flood
INDOFLOODS-gauge-118-136,1985-08-11,1985-08-12,67.14,1985-08-12,1,119.69,1985-08-12,198.51,2,2,1,Flood
INDOFLOODS-gauge-118-137,1985-08-14,1986-02-05,68.25,1985-08-25,1,1159.64,1985-08-25,21562.5,176,12,165,Severe Flood
INDOFLOODS-gauge-118-138,1986-04-26,1986-05-03,67.2,1986-04-28,1,45.0,1986-04-28,155.39,8,3,6,Flood
INDOFLOODS-gauge-118-139,1986-05-05,1986-06-29,67.39,1986-05-19,1,143.91,1986-05-16,1129.55,56,15,42,Flood
INDOFLOODS-gauge-118-140,1986-07-01,1986-07-24,67.98,1986-07-06,1,212.54,1986-07-06,1257.71,24,6,19,Severe Flood
INDOFLOODS-gauge-118-141,1986-07-26,1987-01-12,68.37,1986-09-01,1,1333.69,1986-09-01,13036.11,171,38,134,Severe Flood
INDOFLOODS-gauge-118-142,1987-01-16,1987-01-16,66.76,1987-01-16,1,4.0,1987-01-16,4.0,1,1,1,Flood
INDOFLOODS-gauge-118-143,1987-02-06,1987-02-07,66.93,1987-02-06,1,12.5,1987-02-06,19.0,2,1,2,Flood
INDOFLOODS-gauge-118-144,1987-03-12,1987-03-25,67.2,1987-03-13,1,43.0,1987-03-13,160.88,14,2,13,Flood
INDOFLOODS-gauge-118-145,1987-03-29,1987-03-30,66.8,1987-03-29,2,6.0,1987-03-29,12.0,2,1,2,Flood
INDOFLOODS-gauge-118-146,1987-04-24,1987-04-25,66.9,1987-04-24,1,11.0,1987-04-24,15.5,2,1,2,Flood
INDOFLOODS-gauge-118-147,1987-05-03,1987-05-13,67.7,1987-05-04,1,26.8,1987-05-04,96.62,11,2,10,Flood
INDOFLOODS-gauge-118-148,1987-06-01,1987-06-03,66.93,1987-06-01,1,7.75,1987-06-01,19.85,3,1,3,Flood
INDOFLOODS-gauge-118-149,1987-06-08,1987-06-09,66.95,1987-06-08,1,10.45,1987-06-08,16.75,2,1,2,Flood
INDOFLOODS-gauge-118-150,1987-06-18,1987-06-20,66.97,1987-06-19,1,15.11,1987-06-19,24.5,3,2,2,Flood
INDOFLOODS-gauge-118-151,1987-06-23,1987-10-31,69.255,1987-08-11,1,2207.73,1987-08-11,31683.67,131,50,82,Severe Flood
INDOFLOODS-gauge-118-152,1987-11-02,1987-11-18,66.99,1987-11-02,1,55.06,1987-11-02,589.13,17,1,17,Flood
INDOFLOODS-gauge-118-153,1987-11-20,1987-11-24,66.83,1987-11-23,1,28.0,1987-11-24,109.64,5,4,2,Flood
INDOFLOODS-gauge-118-154,1987-11-26,1987-11-29,66.78,1987-11-29,1,23.0,1987-11-29,85.0,4,4,1,Flood
INDOFLOODS-gauge-118-155,1987-12-01,1987-12-04,66.825,1987-12-01,1,23.0,1987-12-02,80.3,4,1,4,Flood
INDOFLOODS-gauge-118-156,1988-04-19,1988-04-20,67.03,1988-04-19,1,62.0,1988-04-19,87.0,2,1,2,Flood
INDOFLOODS-gauge-118-157,1988-04-22,1988-04-26,67.17,1988-04-22,1,82.93,1988-04-22,282.93,5,1,5,Flood
INDOFLOODS-gauge-118-158,1988-05-04,1988-05-04,66.89,1988-05-04,1,20.0,1988-05-04,20.0,1,1,1,Flood
INDOFLOODS-gauge-118-159,1988-05-20,1988-05-20,66.79,1988-05-20,1,15.0,1988-05-20,15.0,1,1,1,Flood
INDOFLOODS-gauge-118-160,1988-05-24,1988-05-25,67.0,1988-05-24,1,26.5,1988-05-24,43.5,2,1,2,Flood
INDOFLOODS-gauge-118-161,1988-06-03,1988-06-04,67.02,1988-06-03,1,28.0,1988-06-03,43.0,2,1,2,Flood
INDOFLOODS-gauge-118-162,1988-06-06,1988-06-07,67.1,1988-06-06,1,33.0,1988-06-06,54.0,2,1,2,Flood
INDOFLOODS-gauge-118-163,1988-06-10,1988-06-10,66.87,1988-06-10,1,19.0,1988-06-10,19.0,1,1,1,Flood
INDOFLOODS-gauge-118-164,1988-06-15,1988-06-16,66.78,1988-06-16,1,18.49,1988-06-16,36.85,2,2,1,Flood
INDOFLOODS-gauge-118-165,1988-06-18,1988-10-03,68.87,1988-07-08,1,1834.18,1988-08-29,27397.27,108,21,88,Severe Flood
INDOFLOODS-gauge-118-166,1988-10-07,1988-10-12,67.045,1988-10-07,1,47.24,1988-10-07,216.13,6,1,6,Flood
INDOFLOODS-gauge-118-167,1988-11-07,1988-11-08,66.8,1988-11-07,1,24.0,1988-11-07,39.46,2,1,2,Flood
INDOFLOODS-gauge-118-168,1988-11-11,1988-11-12,66.8,1988-11-11,1,9.5,1988-11-11,18.0,2,1,2,Flood
INDOFLOODS-gauge-118-169,1988-11-27,1988-11-27,66.79,1988-11-27,1,22.5,1988-11-27,22.5,1,1,1,Flood
INDOFLOODS-gauge-118-170,1989-05-21,1989-05-21,66.79,1989-05-21,1,22.5,1989-05-21,22.5,1,1,1,Flood
INDOFLOODS-gauge-118-171,1989-05-29,1989-11-09,68.75,1989-09-06,1,1732.0,1989-09-06,26718.49,165,101,65,Severe Flood
INDOFLOODS-gauge-118-172,1989-11-11,1989-11-21,66.865,1989-11-15,1,20.0,1989-11-13,198.25,11,5,7,Flood
INDOFLOODS-gauge-118-173,1989-12-08,1989-12-08,66.78,1989-12-08,1,10.7,1989-12-08,10.7,1,1,1,Flood
INDOFLOODS-gauge-118-174,1989-12-25,1989-12-26,66.8,1989-12-25,1,17.0,1989-12-25,32.0,2,1,2,Flood
INDOFLOODS-gauge-118-175,1990-02-16,1990-02-18,66.8,1990-02-16,2,7.5,1990-02-16,22.2,3,1,3,Flood
INDOFLOODS-gauge-118-176,1990-02-22,1990-02-23,66.81,1990-02-22,1,7.6,1990-02-22,15.1,2,1,2,Flood
INDOFLOODS-gauge-118-177,1990-05-01,1990-05-02,66.88,1990-05-02,1,10.5,1990-05-02,18.0,2,2,1,Flood
INDOFLOODS-gauge-118-178,1990-05-06,1990-05-07,66.81,1990-05-06,1,7.6,1990-05-06,14.24,2,1,2,Flood
INDOFLOODS-gauge-118-179,1990-05-11,1990-05-17,67.21,1990-05-11,1,41.5,1990-05-11,114.53,7,1,7,Flood
INDOFLOODS-gauge-118-180,1990-05-19,1991-02-10,68.215,1990-09-11,1,1134.0,1990-09-11,28404.426,268,116,153,Severe Flood
INDOFLOODS-gauge-118-181,1991-03-26,1991-03-30,66.8,1991-03-29,1,2.2,1991-03-29,10.09,5,4,2,Flood
INDOFLOODS-gauge-118-182,1991-04-01,1991-04-16,66.85,1991-04-02,1,2.6,1991-04-02,33.8,16,2,15,Flood
INDOFLOODS-gauge-118-183,1991-04-29,1991-05-09,66.96,1991-04-30,1,5.4,1991-04-30,34.917,11,2,10,Flood
INDOFLOODS-gauge-118-184,1991-05-21,1991-05-24,66.8,1991-05-23,1,2.3,1991-05-23,8.23,4,3,2,Flood
INDOFLOODS-gauge-118-185,1991-05-31,1991-06-05,67.11,1991-06-01,1,41.0,1991-06-01,97.44,6,2,5,Flood
INDOFLOODS-gauge-118-186,1991-06-07,1991-11-08,68.08,1991-08-03,1,714.6,1991-09-26,18491.05,155,58,98,Severe Flood
INDOFLOODS-gauge-118-187,1991-11-17,1991-12-14,66.91,1991-12-02,1,14.5,1991-11-20,319.732,28,16,13,Flood
INDOFLOODS-gauge-118-188,1991-12-27,1991-12-29,66.9,1991-12-27,1,14.5,1991-12-27,30.3,3,1,3,Flood
INDOFLOODS-gauge-118-189,1992-05-27,1992-05-27,67.0,1992-05-27,1,,,,1,1,1,Flood
INDOFLOODS-gauge-118-190,1992-06-15,1992-06-19,67.06,1992-06-16,1,29.54,1992-06-16,82.069,5,2,4,Flood
INDOFLOODS-gauge-118-191,1992-06-24,1992-08-15,68.005,1992-07-17,1,880.2,1992-08-07,6272.3,53,24,30,Severe Flood
INDOFLOODS-gauge-118-192,1992-08-18,1992-09-05,67.945,1992-08-24,1,126.0,1992-09-01,561.319,19,7,13,Severe Flood
INDOFLOODS-gauge-118-193,1992-09-07,1992-09-24,67.685,1992-09-17,1,253.4,1992-09-17,904.932,18,11,8,Flood
INDOFLOODS-gauge-118-194,1992-09-27,1992-09-27,67.16,1992-09-27,1,57.16,1992-09-27,57.16,1,1,1,Flood
INDOFLOODS-gauge-118-195,1992-09-29,1992-11-08,68.32,1992-10-15,1,935.6,1992-10-15,3490.23,41,17,25,Severe Flood
INDOFLOODS-gauge-118-196,1992-11-10,1992-11-10,66.82,1992-11-10,1,,,,1,1,1,Flood
INDOFLOODS-gauge-118-197,1993-05-03,1993-05-03,66.8,1993-05-03,1,5.851,1993-05-03,5.851,1,1,1,Flood
INDOFLOODS-gauge-118-198,1993-05-10,1993-05-10,67.175,1993-05-10,1,36.57,1993-05-10,36.57,1,1,1,Flood
INDOFLOODS-gauge-118-199,1993-05-17,1993-05-17,66.89,1993-05-17,1,9.986,1993-05-17,9.986,1,1,1,Flood
INDOFLOODS-gauge-118-200,1993-05-31,1993-05-31,67.08,1993-05-31,1,21.01,1993-05-31,21.01,1,1,1,Flood
INDOFLOODS-gauge-118-201,1993-06-07,1993-06-07,66.885,1993-06-07,1,9.203,1993-06-07,9.203,1,1,1,Flood
INDOFLOODS-gauge-118-202,1993-06-14,1993-07-16,67.86,1993-07-05,1,479.4,1993-07-05,2714.79,33,22,12,Severe Flood
INDOFLOODS-gauge-118-203,1993-07-18,1993-08-06,69.08,1993-07-21,1,1939.0,1993-07-22,6403.44,20,4,17,Severe Flood
INDOFLOODS-gauge-118-204,1993-08-08,1993-09-17,68.42,1993-08-25,1,1145.0,1993-08-25,14089.82,41,18,24,Severe Flood
INDOFLOODS-gauge-118-205,1993-09-21,1993-10-25,67.84,1993-10-01,2,464.4,1993-10-01,3573.05,35,11,25,Severe Flood
INDOFLOODS-gauge-118-206,1993-11-04,1993-11-11,66.9,1993-11-04,1,24.0,1993-11-04,159.01,8,1,8,Flood
INDOFLOODS-gauge-118-207,1993-11-22,1993-11-22,66.795,1993-11-22,1,17.89,1993-11-22,17.89,1,1,1,Flood
INDOFLOODS-gauge-118-208,1994-02-03,1994-02-05,66.98,1994-02-03,3,2.12,1994-02-03,6.36,3,1,3,Flood
INDOFLOODS-gauge-118-209,1994-07-02,1994-07-04,68.495,1994-07-02,1,1282.0,1994-07-02,1615.82,3,1,3,Severe Flood
INDOFLOODS-gauge-118-210,1994-07-06,1994-07-15,67.555,1994-07-07,1,200.2,1994-07-07,1070.63,10,2,9,Flood
INDOFLOODS-gauge-118-211,1994-07-18,1994-07-18,66.78,1994-07-18,1,15.85,1994-07-18,15.85,1,1,1,Flood
INDOFLOODS-gauge-118-212,1994-07-21,1994-07-21,66.79,1994-07-21,1,17.6,1994-07-21,17.6,1,1,1,Flood
INDOFLOODS-gauge-118-213,1994-07-25,1994-08-04,68.475,1994-07-27,1,1245.0,1994-07-27,3829.76,11,3,9,Severe Flood
INDOFLOODS-gauge-118-214,1994-08-08,1994-08-31,68.61,1994-08-09,1,518.4,1994-08-18,4111.39,24,2,23,Severe Flood
INDOFLOODS-gauge-118-215,1994-09-09,1994-09-26,68.275,1994-09-10,1,928.2,1994-09-10,4378.51,18,2,17,Severe Flood
INDOFLOODS-gauge-118-216,1994-09-28,1994-09-29,66.795,1994-09-28,1,14.59,1994-09-28,28.19,2,1,2,Flood
INDOFLOODS-gauge-118-217,1994-10-01,1994-10-02,66.935,1994-10-01,1,30.15,1994-10-01,50.09,2,1,2,Flood
INDOFLOODS-gauge-118-218,1994-10-09,1994-10-09,66.9,1994-10-09,1,17.95,1994-10-09,17.95,1,1,1,Flood
INDOFLOODS-gauge-118-219,1994-10-11,1994-10-11,66.98,1994-10-11,1,31.42,1994-10-11,31.42,1,1,1,Flood
INDOFLOODS-gauge-118-220,1995-05-18,1995-05-18,66.94,1995-05-18,1,24.8,1995-05-18,24.8,1,1,1,Flood
INDOFLOODS-gauge-118-221,1995-06-02,1995-06-07,67.1,1995-06-04,1,72.0,1995-06-04,268.29,6,3,4,Flood
INDOFLOODS-gauge-118-222,1995-06-09,1995-07-20,68.622,1995-07-06,1,1147.0,1995-07-06,6688.1,42,28,15,Severe Flood
INDOFLOODS-gauge-118-223,1995-07-28,1995-07-29,66.99,1995-07-29,1,34.42,1995-07-29,66.5,2,2,1,Flood
INDOFLOODS-gauge-118-224,1995-07-31,1995-09-03,68.96,1995-08-14,1,1902.0,1995-08-14,11551.17,35,15,21,Severe Flood
INDOFLOODS-gauge-118-225,1995-09-06,1995-09-06,67.06,1995-09-06,1,69.57,1995-09-06,69.57,1,1,1,Flood
INDOFLOODS-gauge-118-226,1995-09-09,1995-09-09,66.797,1995-09-09,1,55.75,1995-09-09,55.75,1,1,1,Flood
INDOFLOODS-gauge-118-227,1995-09-13,1995-09-13,66.875,1995-09-13,1,91.81,1995-09-13,91.81,1,1,1,Flood
INDOFLOODS-gauge-118-228,1995-09-15,1995-09-15,66.81,1995-09-15,1,71.73,1995-09-15,71.73,1,1,1,Flood
INDOFLOODS-gauge-118-229,1995-09-21,1995-09-23,66.84,1995-09-22,1,73.2,1995-09-22,213.07,3,2,2,Flood
INDOFLOODS-gauge-118-230,1995-09-25,1995-09-25,66.82,1995-09-25,1,72.34,1995-09-25,72.34,1,1,1,Flood
INDOFLOODS-gauge-118-231,1995-09-30,1995-10-01,66.91,1995-09-30,1,101.9,1995-09-30,191.9,2,1,2,Flood
INDOFLOODS-gauge-118-232,1995-10-03,1995-10-05,67.45,1995-10-03,1,237.0,1995-10-03,396.26,3,1,3,Flood
INDOFLOODS-gauge-118-233,1995-10-07,1995-10-07,66.79,1995-10-07,1,76.07,1995-10-07,76.07,1,1,1,Flood
INDOFLOODS-gauge-118-234,1995-10-13,1995-10-16,68.0,1995-10-14,1,560.7,1995-10-14,1010.81,4,2,3,Severe Flood
INDOFLOODS-gauge-118-235,1995-11-11,1995-11-11,66.84,1995-11-11,1,46.0,1995-11-11,46.0,1,1,1,Flood
INDOFLOODS-gauge-118-236,1996-02-05,1996-02-05,66.85,1996-02-05,1,1.505,1996-02-05,1.505,1,1,1,Flood
INDOFLOODS-gauge-118-237,1996-05-01,1996-05-01,66.8,1996-05-01,1,43.0,1996-05-01,43.0,1,1,1,Flood
INDOFLOODS-gauge-118-238,1996-05-17,1996-05-20,66.99,1996-05-17,1,4.65,1996-05-17,16.116,4,1,4,Flood
INDOFLOODS-gauge-118-239,1996-06-21,1996-06-22,66.855,1996-06-21,1,87.78,1996-06-21,152.78,2,1,2,Flood
INDOFLOODS-gauge-118-240,1996-06-24,1996-07-30,68.77,1996-07-16,1,818.4,1996-07-13,11489.25,37,23,15,Severe Flood
INDOFLOODS-gauge-118-241,1996-08-01,1996-08-04,67.075,1996-08-01,1,149.9,1996-08-01,471.9,4,1,4,Flood
INDOFLOODS-gauge-118-242,1996-08-09,1996-09-22,67.79,1996-08-09,1,456.4,1996-08-09,7751.12,45,1,45,Severe Flood
INDOFLOODS-gauge-118-243,1996-09-24,1996-09-24,66.95,1996-09-24,1,98.93,1996-09-24,98.93,1,1,1,Flood
INDOFLOODS-gauge-118-244,1996-09-26,1996-09-30,67.445,1996-09-28,1,270.4,1996-09-28,750.78,5,3,3,Flood
INDOFLOODS-gauge-118-245,1997-05-26,1997-06-01,66.89,1997-05-27,1,27.5,1997-05-27,171.58,7,2,6,Flood
INDOFLOODS-gauge-118-246,1997-06-12,1997-06-12,66.8,1997-06-12,1,125.5,1997-06-12,125.5,1,1,1,Flood
INDOFLOODS-gauge-118-247,1997-06-15,1997-06-19,67.55,1997-06-18,1,358.4,1997-06-18,874.6,5,4,2,Flood
INDOFLOODS-gauge-118-248,1997-06-25,1997-06-29,66.9,1997-06-26,3,48.51,1997-06-25,192.51,5,2,4,Flood
INDOFLOODS-gauge-118-249,1997-07-01,1997-07-05,67.525,1997-07-01,1,296.0,1997-07-01,841.8,5,1,5,Flood
INDOFLOODS-gauge-118-250,1997-07-09,1997-07-31,67.78,1997-07-12,1,520.9,1997-07-12,3537.53,23,4,20,Severe Flood
INDOFLOODS-gauge-118-251,1997-08-04,1997-08-06,67.04,1997-08-05,1,146.1,1997-08-05,391.43,3,2,2,Flood
INDOFLOODS-gauge-118-252,1997-08-08,1997-08-22,67.93,1997-08-10,1,594.4,1997-08-10,4859.0,15,3,13,Severe Flood
INDOFLOODS-gauge-118-253,1997-08-25,1997-08-25,66.93,1997-08-25,1,88.89,1997-08-25,88.89,1,1,1,Flood
INDOFLOODS-gauge-118-254,1997-08-27,1997-08-27,66.98,1997-08-27,1,98.53,1997-08-27,98.53,1,1,1,Flood
INDOFLOODS-gauge-118-255,1997-09-08,1997-09-08,66.8,1997-09-08,1,91.1,1997-09-08,91.1,1,1,1,Flood
INDOFLOODS-gauge-118-256,1997-09-13,1997-10-05,67.88,1997-09-13,3,643.6,1997-09-13,6039.9,23,1,23,Severe Flood
INDOFLOODS-gauge-118-257,1997-12-11,1997-12-19,66.92,1997-12-15,1,14.32,1997-12-15,119.02,9,5,5,Flood
INDOFLOODS-gauge-118-258,1998-06-16,1998-06-18,66.87,1998-06-17,2,6.82,1998-06-17,19.275,3,2,2,Flood
INDOFLOODS-gauge-118-259,1998-06-21,1998-06-21,67.45,1998-06-21,1,43.39,1998-06-21,43.39,1,1,1,Flood
INDOFLOODS-gauge-118-260,1998-07-08,1998-07-10,67.38,1998-07-08,1,499.1,1998-07-08,844.5,3,1,3,Flood
INDOFLOODS-gauge-118-261,1998-07-17,1998-07-18,67.35,1998-07-17,1,572.2,1998-07-17,967.8,2,1,2,Flood
INDOFLOODS-gauge-118-262,1998-07-20,1998-07-30,68.155,1998-07-27,1,733.0,1998-07-25,5374.0,11,8,4,Severe Flood
INDOFLOODS-gauge-118-263,1998-08-04,1998-08-04,66.955,1998-08-04,1,363.5,1998-08-04,363.5,1,1,1,Flood
INDOFLOODS-gauge-118-264,1998-08-07,1998-08-07,66.86,1998-08-07,1,266.3,1998-08-07,266.3,1,1,1,Flood
INDOFLOODS-gauge-118-265,1998-08-11,1998-08-12,66.755,1998-08-11,2,187.0,1998-08-11,367.6,2,1,2,Flood
INDOFLOODS-gauge-118-266,1998-08-14,1998-08-14,66.92,1998-08-14,1,302.2,1998-08-14,302.2,1,1,1,Flood
INDOFLOODS-gauge-118-267,1998-08-17,1998-08-24,67.225,1998-08-22,1,585.3,1998-08-19,2838.1,8,6,3,Flood
INDOFLOODS-gauge-118-268,1998-08-26,1998-09-03,67.4,1998-08-30,1,441.1,1998-09-01,3371.4,9,5,5,Flood
INDOFLOODS-gauge-118-269,1998-09-06,1998-09-07,66.96,1998-09-06,2,337.6,1998-09-06,675.2,2,1,2,Flood
