GaugeID,Start Date,End Date,Peak Flood Level (m),Peak FL Date,Num Peak FL,Peak Discharge Q (cumec),Peak Discharge Date,Flood Volume (cumec),Event Duration (days),Time to Peak (days),Recession Time (day),Flood Type
INDOFLOODS-gauge-1003-1,2001-07-15,2001-07-21,293.88000489999996,2001-07-17,1,,,,7,3,5,Flood
INDOFLOODS-gauge-1003-2,2001-07-23,2001-07-31,293.85000610000003,2001-07-30,1,,,,9,8,2,Flood
INDOFLOODS-gauge-1003-3,2001-08-14,2001-08-15,293.61999510000004,2001-08-14,1,,,,2,1,2,Flood
INDOFLOODS-gauge-1003-4,2002-08-11,2002-08-12,293.55999760000003,2002-08-11,1,,,,2,1,2,Flood
INDOFLOODS-gauge-1003-5,2002-08-15,2002-08-15,293.2999878,2002-08-15,1,,,,1,1,1,Flood
INDOFLOODS-gauge-1003-6,2002-09-12,2002-09-14,294.5499878,2002-09-13,1,,,,3,2,2,Severe Flood
INDOFLOODS-gauge-1003-7,2003-08-08,2003-08-10,293.89999389999997,2003-08-09,1,,,,3,2,2,Flood
INDOFLOODS-gauge-1003-8,2003-08-27,2003-08-27,293.14999389999997,2003-08-27,1,,,,1,1,1,Flood
INDOFLOODS-gauge-1003-9,2003-09-03,2003-09-03,293.0499878,2003-09-03,1,,,,1,1,1,Flood
INDOFLOODS-gauge-1003-10,2004-07-30,2004-08-01,293.94000239999997,2004-07-31,1,,,,3,2,2,Flood
INDOFLOODS-gauge-1003-11,2004-08-09,2004-08-11,293.92001339999996,2004-08-11,1,,,,3,3,1,Flood
INDOFLOODS-gauge-1003-12,2004-08-14,2004-08-15,293.0299988,2004-08-14,1,,,,2,1,2,Flood
INDOFLOODS-gauge-1003-13,2004-08-19,2004-08-19,293.11999510000004,2004-08-19,1,,,,1,1,1,Flood
INDOFLOODS-gauge-1003-14,2005-07-06,2005-07-06,293.5400085,2005-07-06,1,,,,1,1,1,Flood
INDOFLOODS-gauge-1003-15,2005-07-16,2005-07-21,293.39999389999997,2005-07-19,1,,,,6,4,3,Flood
INDOFLOODS-gauge-1003-16,2005-07-27,2005-08-07,293.64001460000003,2005-08-06,1,,,,12,11,2,Flood
INDOFLOODS-gauge-1003-17,2005-09-18,2005-09-18,293.0499878,2005-09-18,1,,,,1,1,1,Flood
INDOFLOODS-gauge-1003-18,2005-09-25,2005-09-27,294.5499878,2005-09-25,1,,,,3,1,3,Severe Flood
INDOFLOODS-gauge-1003-19,2008-08-17,2008-08-17,293.14999389999997,2008-08-17,1,,,,1,1,1,Flood
INDOFLOODS-gauge-1003-20,2010-07-31,2010-08-01,293.2999878,2010-07-31,1,,,,2,1,2,Flood
INDOFLOODS-gauge-1003-21,2010-08-19,2010-08-19,293.60000610000003,2010-08-19,1,,,,1,1,1,Flood
INDOFLOODS-gauge-1003-22,2010-08-21,2010-08-26,293.89999389999997,2010-08-22,1,,,,6,2,5,Flood
INDOFLOODS-gauge-1003-23,2010-09-02,2010-09-02,293.14999389999997,2010-09-02,1,,,,1,1,1,Flood
INDOFLOODS-gauge-1003-24,2010-09-04,2010-09-04,293.35000610000003,2010-09-04,1,,,,1,1,1,Flood
INDOFLOODS-gauge-1003-25,2010-09-09,2010-09-10,294.0,2010-09-09,1,,,,2,1,2,Severe Flood
INDOFLOODS-gauge-1003-26,2010-09-18,2010-09-24,296.2999878,2010-09-19,1,,,,7,2,6,Severe Flood
INDOFLOODS-gauge-1004-1,1977-07-05,1977-07-12,773.22,1977-07-08,1,367.5,1977-07-08,1987.94,8,4,5,Severe Flood
INDOFLOODS-gauge-1004-2,1977-07-14,1977-07-17,772.34,1977-07-14,1,226.54,1977-07-14,807.54,4,1,4,Flood
INDOFLOODS-gauge-1004-3,1977-07-23,1977-08-20,772.9,1977-08-04,1,320.0,1977-08-04,7535.34,29,13,17,Flood
INDOFLOODS-gauge-1004-4,1977-08-23,1977-08-24,772.57,1977-08-24,1,257.5,1977-08-24,474.5,2,2,1,Flood
INDOFLOODS-gauge-1004-5,1977-08-27,1977-09-02,773.2,1977-08-29,1,366.0,1977-08-29,1729.87,7,3,5,Severe Flood
INDOFLOODS-gauge-1004-6,1977-09-12,1977-09-15,772.6,1977-09-13,1,260.0,1977-09-13,893.94,4,2,3,Flood
INDOFLOODS-gauge-1004-7,1995-09-05,1995-09-05,772.035,1995-09-05,1,1640.31,1995-09-05,1640.31,1,1,1,Flood
INDOFLOODS-gauge-1005-1,2011-08-16,2011-08-16,544.5,2011-08-16,1,1096.65,2011-08-16,1096.65,1,1,1,Flood
INDOFLOODS-gauge-1005-2,2011-09-01,2011-09-04,544.43,2011-09-02,1,1086.57,2011-09-02,4265.66,4,2,3,Flood
INDOFLOODS-gauge-1006-1,1998-06-27,1998-06-29,1383.0,1998-06-27,1,1630.0,1998-06-27,4320.0,3,1,3,Severe Flood
INDOFLOODS-gauge-1006-2,1998-07-15,1998-07-17,1382.15,1998-07-16,1,1311.09,1998-07-16,3877.1,3,2,2,Flood
INDOFLOODS-gauge-1006-3,1998-07-19,1998-07-20,1382.17,1998-07-19,1,1305.42,1998-07-20,2605.42,2,1,2,Flood
INDOFLOODS-gauge-1006-4,1998-08-02,1998-08-02,1382.14,1998-08-02,1,1277.67,1998-08-02,1277.67,1,1,1,Flood
INDOFLOODS-gauge-1006-5,1998-08-08,1998-08-08,1382.07,1998-08-08,1,1283.58,1998-08-08,1283.58,1,1,1,Flood
INDOFLOODS-gauge-1006-6,2010-07-20,2010-07-21,1382.2,2010-07-20,1,585.64,2010-07-20,1157.12,2,1,2,Flood
INDOFLOODS-gauge-1010-1,2010-07-21,2010-07-21,47.95,2010-07-21,1,,,,1,1,1,Flood
INDOFLOODS-gauge-1010-2,2016-07-23,2016-07-23,48.05,2016-07-23,1,,,,1,1,1,Flood
INDOFLOODS-gauge-1010-3,2016-07-26,2016-07-26,48.0,2016-07-26,1,,,,1,1,1,Flood
INDOFLOODS-gauge-1010-4,2017-08-11,2017-08-13,48.95,2017-08-12,1,,,,3,2,2,Severe Flood
INDOFLOODS-gauge-1012-1,2010-07-21,2010-07-21,48.1,2010-07-21,1,,,,1,1,1,Flood
INDOFLOODS-gauge-1013-1,2013-06-11,2013-06-11,47.73,2013-06-11,1,,,,1,1,1,Flood
INDOFLOODS-gauge-1013-2,2015-08-31,2015-09-01,48.09,2015-08-31,1,,,,2,1,2,Flood
INDOFLOODS-gauge-1013-3,2016-07-23,2016-07-26,48.02,2016-07-24,1,,,,4,2,3,Flood
INDOFLOODS-gauge-1013-4,2017-08-11,2017-08-13,48.88,2017-08-13,1,,,,3,3,1,Severe Flood
INDOFLOODS-gauge-1013-5,2020-07-03,2020-07-03,47.76,2020-07-03,1,,,,1,1,1,Flood
INDOFLOODS-gauge-1013-6,2020-07-12,2020-07-13,48.16,2020-07-12,1,,,,2,1,2,Flood
INDOFLOODS-gauge-1013-7,2020-07-21,2020-07-22,48.32,2020-07-22,1,,,,2,2,1,Severe Flood
INDOFLOODS-gauge-1013-8,2020-09-15,2020-09-15,47.94,2020-09-15,1,,,,1,1,1,Flood
INDOFLOODS-gauge-1013-9,2020-09-24,2020-09-24,48.0,2020-09-24,1,,,,1,1,1,Flood
INDOFLOODS-gauge-1018-1,2017-07-01,2017-07-02,65.47,2017-07-01,2,,,,2,1,2,Flood
INDOFLOODS-gauge-1018-2,2017-07-10,2017-07-12,65.68,2017-07-10,1,,,,3,1,3,Flood
INDOFLOODS-gauge-1018-3,2017-08-10,2017-08-13,65.85,2017-08-13,1,,,,4,4,1,Flood
INDOFLOODS-gauge-1018-4,2018-06-24,2018-06-24,65.62,2018-06-24,1,,,,1,1,1,Flood
INDOFLOODS-gauge-1018-5,2018-07-01,2018-07-05,65.93,2018-07-05,1,,,,5,5,1,Flood
INDOFLOODS-gauge-1018-6,2018-08-01,2018-08-08,65.79,2018-08-02,1,,,,8,2,7,Flood
INDOFLOODS-gauge-1018-7,2020-07-13,2020-07-13,65.5,2020-07-13,1,,,,1,1,1,Flood
INDOFLOODS-gauge-1018-8,2020-07-21,2020-07-21,65.5,2020-07-21,1,,,,1,1,1,Flood
INDOFLOODS-gauge-1018-9,2020-08-10,2020-08-12,65.5,2020-08-11,1,,,,3,2,2,Flood
INDOFLOODS-gauge-1018-10,2020-09-24,2020-09-24,65.47,2020-09-24,1,,,,1,1,1,Flood
INDOFLOODS-gauge-1020-1,2010-10-27,2010-10-27,13.41,2010-10-27,1,,,,1,1,1,Severe Flood
INDOFLOODS-gauge-1020-2,2011-08-11,2011-08-15,12.69,2011-08-14,1,,,,5,4,2,Flood
INDOFLOODS-gauge-1020-3,2011-08-18,2011-08-20,12.22,2011-08-19,1,,,,3,2,2,Flood
INDOFLOODS-gauge-1042-1,2010-07-21,2010-07-21,47.82,2010-07-21,1,,,,1,1,1,Flood
INDOFLOODS-gauge-1042-2,2010-10-22,2010-10-22,48.21,2010-10-22,1,,,,1,1,1,Severe Flood
INDOFLOODS-gauge-1050-1,2012-06-02,2012-06-02,65.8,2012-06-02,1,,,,1,1,1,Severe Flood
INDOFLOODS-gauge-1050-2,2012-06-07,2012-06-07,57.4,2012-06-07,1,,,,1,1,1,Severe Flood
INDOFLOODS-gauge-1050-3,2012-06-12,2012-06-17,131.4,2012-06-17,1,,,,6,6,1,Severe Flood
INDOFLOODS-gauge-1050-4,2012-06-23,2012-06-23,95.6,2012-06-23,1,,,,1,1,1,Severe Flood
INDOFLOODS-gauge-1050-5,2012-06-25,2012-06-28,175.6,2012-06-27,1,,,,4,3,2,Severe Flood
INDOFLOODS-gauge-1050-6,2012-07-05,2012-07-07,175.6,2012-07-06,1,,,,3,2,2,Severe Flood
INDOFLOODS-gauge-1050-7,2012-07-11,2012-07-11,36.8,2012-07-11,1,,,,1,1,1,Severe Flood
INDOFLOODS-gauge-1050-8,2012-07-14,2012-07-14,42.6,2012-07-14,1,,,,1,1,1,Severe Flood
INDOFLOODS-gauge-1050-9,2012-07-16,2012-07-16,125.6,2012-07-16,1,,,,1,1,1,Severe Flood
INDOFLOODS-gauge-1050-10,2012-07-23,2012-07-24,54.6,2012-07-23,1,,,,2,1,2,Severe Flood
INDOFLOODS-gauge-1050-11,2012-08-18,2012-08-18,51.6,2012-08-18,1,,,,1,1,1,Severe Flood
INDOFLOODS-gauge-1050-12,2012-08-22,2012-08-22,56.2,2012-08-22,1,,,,1,1,1,Severe Flood
INDOFLOODS-gauge-1050-13,2012-08-24,2012-08-24,153.8,2012-08-24,1,,,,1,1,1,Severe Flood
INDOFLOODS-gauge-1050-14,2012-09-15,2012-09-15,119.6,2012-09-15,1,,,,1,1,1,Severe Flood
INDOFLOODS-gauge-1050-15,2012-09-17,2012-09-17,80.6,2012-09-17,1,,,,1,1,1,Severe Flood
INDOFLOODS-gauge-1050-16,2012-09-19,2012-09-20,153.8,2012-09-19,1,,,,2,1,2,Severe Flood
INDOFLOODS-gauge-1050-17,2012-09-22,2012-09-22,71.6,2012-09-22,1,,,,1,1,1,Severe Flood
INDOFLOODS-gauge-1050-18,2012-10-01,2012-10-03,164.8,2012-10-02,1,,,,3,2,2,Severe Flood
INDOFLOODS-gauge-1050-19,2014-08-24,2014-08-24,34.31,2014-08-24,1,,,,1,1,1,Flood
INDOFLOODS-gauge-1050-20,2014-08-27,2014-08-28,35.41,2014-08-27,1,,,,2,1,2,Severe Flood
INDOFLOODS-gauge-1050-21,2014-09-23,2014-09-23,34.64,2014-09-23,1,,,,1,1,1,Flood
INDOFLOODS-gauge-1050-22,2015-06-08,2015-06-12,35.4,2015-06-11,1,,,,5,4,2,Severe Flood
INDOFLOODS-gauge-1050-23,2015-08-17,2015-08-17,34.4,2015-08-17,1,,,,1,1,1,Flood
INDOFLOODS-gauge-1050-24,2015-08-19,2015-08-24,35.52,2015-08-22,1,,,,6,4,3,Severe Flood
INDOFLOODS-gauge-1050-25,2015-08-31,2015-09-04,35.58,2015-09-03,1,,,,5,4,2,Severe Flood
INDOFLOODS-gauge-1050-26,2016-06-23,2016-06-27,35.24,2016-06-25,1,,,,5,3,3,Flood
INDOFLOODS-gauge-1050-27,2016-07-22,2016-07-28,35.48,2016-07-24,1,,,,7,3,5,Severe Flood
INDOFLOODS-gauge-1050-28,2017-07-10,2017-07-12,35.09,2017-07-11,1,,,,3,2,2,Flood
INDOFLOODS-gauge-1050-29,2017-08-10,2017-08-17,36.69,2017-08-13,1,,,,8,4,5,Severe Flood
INDOFLOODS-gauge-1050-30,2017-10-01,2017-10-01,34.3,2017-10-01,1,,,,1,1,1,Flood
INDOFLOODS-gauge-1050-31,2018-07-02,2018-07-02,34.55,2018-07-02,1,,,,1,1,1,Flood
INDOFLOODS-gauge-1050-32,2018-07-04,2018-07-06,35.8,2018-07-05,1,,,,3,2,2,Severe Flood
INDOFLOODS-gauge-1050-33,2018-09-15,2018-09-16,34.54,2018-09-15,1,,,,2,1,2,Flood
INDOFLOODS-gauge-1050-34,2020-06-26,2020-06-30,35.35,2020-06-28,1,,,,5,3,3,Severe Flood
INDOFLOODS-gauge-1050-35,2020-07-03,2020-07-05,35.2,2020-07-03,1,,,,3,1,3,Flood
INDOFLOODS-gauge-1050-36,2020-07-11,2020-07-16,35.92,2020-07-13,1,,,,6,3,4,Severe Flood
INDOFLOODS-gauge-1050-37,2020-07-18,2020-07-20,35.25,2020-07-19,1,,,,3,2,2,Flood
INDOFLOODS-gauge-1050-38,2020-07-22,2020-07-23,35.05,2020-07-22,1,,,,2,1,2,Flood
INDOFLOODS-gauge-1050-39,2020-07-31,2020-08-02,34.99,2020-08-01,1,,,,3,2,2,Flood
INDOFLOODS-gauge-1050-40,2020-09-15,2020-09-19,35.73,2020-09-16,1,,,,5,2,4,Severe Flood
INDOFLOODS-gauge-1050-41,2020-09-24,2020-09-28,35.05,2020-09-28,1,,,,5,5,1,Flood
INDOFLOODS-gauge-1056-1,2010-10-26,2010-10-26,15.182,2010-10-26,1,,,,1,1,1,Severe Flood
INDOFLOODS-gauge-1056-2,2011-06-30,2011-06-30,13.15,2011-06-30,1,,,,1,1,1,Flood
INDOFLOODS-gauge-1056-3,2011-08-09,2011-08-22,14.36,2011-08-13,1,,,,14,5,10,Severe Flood
INDOFLOODS-gauge-1056-4,2012-06-21,2012-06-21,15.99,2012-06-21,1,,,,1,1,1,Severe Flood
INDOFLOODS-gauge-1056-5,2012-06-24,2012-06-24,27.88,2012-06-24,1,,,,1,1,1,Severe Flood
INDOFLOODS-gauge-1056-6,2012-07-05,2012-07-05,67.2,2012-07-05,1,,,,1,1,1,Severe Flood
INDOFLOODS-gauge-1056-7,2012-07-10,2012-07-10,15.99,2012-07-10,1,,,,1,1,1,Severe Flood
INDOFLOODS-gauge-1056-8,2012-07-15,2012-07-15,79.54,2012-07-15,1,,,,1,1,1,Severe Flood
INDOFLOODS-gauge-1056-9,2012-07-20,2012-07-20,13.5,2012-07-20,1,,,,1,1,1,Flood
INDOFLOODS-gauge-1056-10,2012-07-26,2012-07-26,18.22,2012-07-26,1,,,,1,1,1,Severe Flood
INDOFLOODS-gauge-1056-11,2012-07-31,2012-07-31,15.58,2012-07-31,1,,,,1,1,1,Severe Flood
INDOFLOODS-gauge-1056-12,2012-08-17,2012-08-17,13.43,2012-08-17,1,,,,1,1,1,Flood
INDOFLOODS-gauge-1056-13,2012-09-04,2012-09-04,16.4,2012-09-04,1,,,,1,1,1,Severe Flood
INDOFLOODS-gauge-1056-14,2012-09-09,2012-09-09,45.92,2012-09-09,1,,,,1,1,1,Severe Flood
INDOFLOODS-gauge-1056-15,2012-09-17,2012-09-17,52.48,2012-09-17,1,,,,1,1,1,Severe Flood
INDOFLOODS-gauge-1056-16,2012-10-03,2012-10-03,21.32,2012-10-03,1,,,,1,1,1,Severe Flood
INDOFLOODS-gauge-1056-17,2012-10-08,2012-10-08,22.14,2012-10-08,1,,,,1,1,1,Severe Flood
INDOFLOODS-gauge-1056-18,2013-10-14,2013-10-16,13.6,2013-10-15,1,,,,3,2,2,Flood
INDOFLOODS-gauge-1059-1,2010-06-07,2010-06-07,85.67,2010-06-07,1,,,,1,1,1,Flood
INDOFLOODS-gauge-1059-2,2010-06-17,2010-06-17,85.81,2010-06-17,1,,,,1,1,1,Flood
INDOFLOODS-gauge-1059-3,2010-06-27,2010-06-27,85.69,2010-06-27,1,,,,1,1,1,Flood
INDOFLOODS-gauge-1059-4,2010-07-07,2010-07-09,85.88,2010-07-07,1,,,,3,1,3,Flood
INDOFLOODS-gauge-1059-5,2010-07-12,2010-07-12,85.83,2010-07-12,1,,,,1,1,1,Flood
INDOFLOODS-gauge-1059-6,2010-07-19,2010-07-20,85.8,2010-07-20,1,,,,2,2,1,Flood
INDOFLOODS-gauge-1059-7,2010-07-26,2010-07-26,85.71,2010-07-26,1,,,,1,1,1,Flood
INDOFLOODS-gauge-1059-8,2010-08-13,2010-08-18,85.84,2010-08-15,2,,,,6,3,4,Flood
INDOFLOODS-gauge-1059-9,2010-08-20,2010-08-25,85.93,2010-08-22,1,,,,6,3,4,Flood
INDOFLOODS-gauge-1059-10,2010-08-27,2010-08-29,85.71,2010-08-27,1,,,,3,1,3,Flood
INDOFLOODS-gauge-1059-11,2010-09-10,2010-09-10,85.78,2010-09-10,1,,,,1,1,1,Flood
INDOFLOODS-gauge-1059-12,2010-09-15,2010-09-17,85.69,2010-09-17,1,,,,3,3,1,Flood
INDOFLOODS-gauge-1059-13,2011-06-24,2011-06-24,85.8,2011-06-24,1,,,,1,1,1,Flood
INDOFLOODS-gauge-1059-14,2011-06-30,2011-07-11,86.18,2011-07-01,1,,,,12,2,11,Severe Flood
INDOFLOODS-gauge-1059-15,2011-07-14,2011-07-16,85.79,2011-07-15,2,,,,3,2,2,Flood
INDOFLOODS-gauge-1059-16,2011-07-28,2011-07-30,85.73,2011-07-29,1,,,,3,2,2,Flood
INDOFLOODS-gauge-1059-17,2011-08-02,2011-08-02,85.72,2011-08-02,1,,,,1,1,1,Flood
INDOFLOODS-gauge-1059-18,2011-08-10,2011-08-10,85.7,2011-08-10,1,,,,1,1,1,Flood
INDOFLOODS-gauge-1059-19,2011-08-14,2011-08-27,86.08,2011-08-23,1,,,,14,10,5,Severe Flood
INDOFLOODS-gauge-1059-20,2011-09-16,2011-09-16,85.67,2011-09-16,1,,,,1,1,1,Flood
INDOFLOODS-gauge-1059-21,2011-09-18,2011-09-21,85.82,2011-09-21,1,,,,4,4,1,Flood
INDOFLOODS-gauge-1059-22,2011-09-25,2011-09-29,85.9,2011-09-27,1,,,,5,3,3,Flood
INDOFLOODS-gauge-1059-23,2013-06-05,2013-06-05,85.71,2013-06-05,1,,,,1,1,1,Flood
INDOFLOODS-gauge-1059-24,2013-06-26,2013-06-30,85.99,2013-06-28,1,,,,5,3,3,Severe Flood
INDOFLOODS-gauge-1059-25,2013-07-02,2013-07-02,85.75,2013-07-02,1,,,,1,1,1,Flood
INDOFLOODS-gauge-1059-26,2013-07-04,2013-07-13,86.16,2013-07-09,1,,,,10,6,5,Severe Flood
INDOFLOODS-gauge-1059-27,2013-07-18,2013-07-19,85.78,2013-07-19,1,,,,2,2,1,Flood
INDOFLOODS-gauge-1059-28,2013-07-21,2013-07-22,85.73,2013-07-22,1,,,,2,2,1,Flood
INDOFLOODS-gauge-1059-29,2013-07-25,2013-07-25,85.69,2013-07-25,1,,,,1,1,1,Flood
INDOFLOODS-gauge-1059-30,2013-07-27,2013-07-28,85.82,2013-07-28,1,,,,2,2,1,Flood
INDOFLOODS-gauge-1059-31,2013-08-06,2013-08-06,85.74,2013-08-06,1,,,,1,1,1,Flood
INDOFLOODS-gauge-1059-32,2013-08-10,2013-08-12,85.78,2013-08-10,1,,,,3,1,3,Flood
INDOFLOODS-gauge-1059-33,2013-08-29,2013-08-30,85.84,2013-08-30,1,,,,2,2,1,Flood
INDOFLOODS-gauge-1059-34,2013-09-03,2013-09-03,85.74,2013-09-03,1,,,,1,1,1,Flood
INDOFLOODS-gauge-1059-35,2013-09-05,2013-09-06,85.71,2013-09-06,1,,,,2,2,1,Flood
INDOFLOODS-gauge-1059-36,2014-06-23,2014-06-25,85.87,2014-06-23,1,,,,3,1,3,Flood
INDOFLOODS-gauge-1059-37,2014-07-01,2014-07-02,85.82,2014-07-01,1,,,,2,1,2,Flood
INDOFLOODS-gauge-1059-38,2014-07-06,2014-07-07,85.79,2014-07-06,1,,,,2,1,2,Flood
INDOFLOODS-gauge-1059-39,2014-07-09,2014-07-10,85.91,2014-07-09,1,,,,2,1,2,Flood
INDOFLOODS-gauge-1059-40,2014-07-14,2014-07-25,86.05,2014-07-22,1,,,,12,9,4,Severe Flood
INDOFLOODS-gauge-1059-41,2014-07-28,2014-07-28,85.66,2014-07-28,1,,,,1,1,1,Flood
INDOFLOODS-gauge-1059-42,2014-07-31,2014-07-31,85.69,2014-07-31,1,,,,1,1,1,Flood
INDOFLOODS-gauge-1059-43,2014-08-02,2014-09-02,86.0,2014-08-15,1,,,,32,14,19,Severe Flood
INDOFLOODS-gauge-1059-44,2014-09-14,2014-09-16,85.78,2014-09-16,1,,,,3,3,1,Flood
INDOFLOODS-gauge-1059-45,2014-09-20,2014-09-24,85.8,2014-09-21,1,,,,5,2,4,Flood
INDOFLOODS-gauge-1059-46,2014-09-27,2014-09-28,85.86,2014-09-27,1,,,,2,1,2,Flood
INDOFLOODS-gauge-1059-47,2015-06-01,2015-06-02,85.97,2015-06-01,1,,,,2,1,2,Severe Flood
INDOFLOODS-gauge-1059-48,2015-06-08,2015-06-08,85.74,2015-06-08,1,,,,1,1,1,Flood
INDOFLOODS-gauge-1059-49,2015-06-10,2015-06-14,86.0,2015-06-13,1,,,,5,4,2,Severe Flood
INDOFLOODS-gauge-1059-50,2015-06-18,2015-06-20,85.71,2015-06-18,1,,,,3,1,3,Flood
INDOFLOODS-gauge-1059-51,2015-06-29,2015-06-29,85.74,2015-06-29,1,,,,1,1,1,Flood
INDOFLOODS-gauge-1059-52,2015-07-01,2015-07-01,86.36,2015-07-01,1,,,,1,1,1,Severe Flood
INDOFLOODS-gauge-1059-53,2015-07-04,2015-07-04,85.7,2015-07-04,1,,,,1,1,1,Flood
INDOFLOODS-gauge-1059-54,2015-07-10,2015-07-11,85.78,2015-07-10,1,,,,2,1,2,Flood
INDOFLOODS-gauge-1059-55,2015-08-19,2015-08-21,85.77,2015-08-19,2,,,,3,1,3,Flood
INDOFLOODS-gauge-1059-56,2015-08-24,2015-08-25,85.8,2015-08-24,1,,,,2,1,2,Flood
INDOFLOODS-gauge-1059-57,2015-08-27,2015-09-01,86.14,2015-09-01,1,,,,6,6,1,Severe Flood
INDOFLOODS-gauge-1059-58,2016-06-22,2016-06-22,85.68,2016-06-22,1,,,,1,1,1,Flood
INDOFLOODS-gauge-1059-59,2016-07-06,2016-07-06,85.7,2016-07-06,1,,,,1,1,1,Flood
INDOFLOODS-gauge-1059-60,2016-07-16,2016-07-17,85.76,2016-07-16,1,,,,2,1,2,Flood
INDOFLOODS-gauge-1059-61,2016-07-19,2016-07-20,85.82,2016-07-20,1,,,,2,2,1,Flood
INDOFLOODS-gauge-1059-62,2016-07-22,2016-07-30,86.04,2016-07-24,1,,,,9,3,7,Severe Flood
INDOFLOODS-gauge-1059-63,2017-07-09,2017-07-09,85.7,2017-07-09,1,,,,1,1,1,Flood
INDOFLOODS-gauge-1059-64,2017-07-21,2017-07-21,85.88,2017-07-21,1,,,,1,1,1,Flood
INDOFLOODS-gauge-1059-65,2017-08-12,2017-08-12,85.79,2017-08-12,1,,,,1,1,1,Flood
INDOFLOODS-gauge-1059-66,2018-07-05,2018-07-05,85.76,2018-07-05,1,,,,1,1,1,Flood
INDOFLOODS-gauge-1059-67,2018-08-25,2018-08-25,85.78,2018-08-25,1,,,,1,1,1,Flood
INDOFLOODS-gauge-1059-68,2018-08-28,2018-08-29,85.71,2018-08-29,1,,,,2,2,1,Flood
INDOFLOODS-gauge-1059-69,2018-09-01,2018-09-01,85.69,2018-09-01,1,,,,1,1,1,Flood
INDOFLOODS-gauge-1059-70,2018-09-09,2018-09-09,85.8,2018-09-09,1,,,,1,1,1,Flood
INDOFLOODS-gauge-1059-71,2018-09-13,2018-09-13,85.83,2018-09-13,1,,,,1,1,1,Flood
INDOFLOODS-gauge-1059-72,2020-06-19,2020-06-19,85.67,2020-06-19,1,,,,1,1,1,Flood
INDOFLOODS-gauge-1059-73,2020-06-26,2020-06-26,85.71,2020-06-26,1,,,,1,1,1,Flood
INDOFLOODS-gauge-1059-74,2020-06-28,2020-06-28,85.73,2020-06-28,1,,,,1,1,1,Flood
INDOFLOODS-gauge-1059-75,2020-07-07,2020-07-08,85.87,2020-07-07,1,,,,2,1,2,Flood
INDOFLOODS-gauge-1059-76,2020-07-10,2020-07-14,86.14,2020-07-12,1,,,,5,3,3,Severe Flood
INDOFLOODS-gauge-1059-77,2020-07-18,2020-07-18,85.73,2020-07-18,1,,,,1,1,1,Flood
INDOFLOODS-gauge-1059-78,2020-07-22,2020-07-22,85.94,2020-07-22,1,,,,1,1,1,Flood
INDOFLOODS-gauge-1059-79,2020-07-28,2020-07-28,85.8,2020-07-28,1,,,,1,1,1,Flood
INDOFLOODS-gauge-1059-80,2020-07-30,2020-08-01,85.73,2020-07-31,1,,,,3,2,2,Flood
INDOFLOODS-gauge-1059-81,2020-08-06,2020-08-06,85.7,2020-08-06,1,,,,1,1,1,Flood
INDOFLOODS-gauge-1059-82,2020-09-07,2020-09-07,85.81,2020-09-07,1,,,,1,1,1,Flood
INDOFLOODS-gauge-1059-83,2020-09-09,2020-09-09,85.86,2020-09-09,1,,,,1,1,1,Flood
INDOFLOODS-gauge-1059-84,2020-09-23,2020-09-23,85.7,2020-09-23,1,,,,1,1,1,Flood
INDOFLOODS-gauge-1074-1,2017-08-19,2017-08-30,23.5,2017-08-23,1,,,,12,5,8,Severe Flood
INDOFLOODS-gauge-1076-1,2010-10-26,2010-10-26,17.83,2010-10-26,1,,,,1,1,1,Severe Flood
INDOFLOODS-gauge-1076-2,2012-07-05,2012-07-05,41.2,2012-07-05,1,,,,1,1,1,Severe Flood
INDOFLOODS-gauge-1076-3,2012-07-14,2012-07-15,39.2,2012-07-15,1,,,,2,2,1,Severe Flood
INDOFLOODS-gauge-1076-4,2012-07-18,2012-07-18,38.6,2012-07-18,1,,,,1,1,1,Severe Flood
INDOFLOODS-gauge-1076-5,2012-09-08,2012-09-09,57.2,2012-09-09,1,,,,2,2,1,Severe Flood
INDOFLOODS-gauge-1076-6,2012-09-12,2012-09-12,40.4,2012-09-12,1,,,,1,1,1,Severe Flood
INDOFLOODS-gauge-1076-7,2012-09-15,2012-09-15,47.4,2012-09-15,1,,,,1,1,1,Severe Flood
INDOFLOODS-gauge-1076-8,2012-09-29,2012-09-30,25.8,2012-09-30,1,,,,2,2,1,Severe Flood
INDOFLOODS-gauge-1076-9,2012-10-03,2012-10-03,23.8,2012-10-03,1,,,,1,1,1,Severe Flood
INDOFLOODS-gauge-1076-10,2012-10-09,2012-10-10,54.4,2012-10-09,1,,,,2,1,2,Severe Flood
INDOFLOODS-gauge-1078-1,1959-09-16,1959-09-19,7.11,1959-09-17,1,5253.56,1959-09-17,18715.64,4,2,3,Severe Flood
INDOFLOODS-gauge-1078-2,1959-10-04,1959-10-11,8.49,1959-10-09,1,8450.0,1959-10-09,59000.0,8,6,3,Severe Flood
INDOFLOODS-gauge-1078-3,1959-10-13,1959-10-17,7.85,1959-10-13,1,6700.0,1959-10-13,30570.0,5,1,5,Severe Flood
INDOFLOODS-gauge-1078-4,1960-04-24,1960-04-28,11.55,1960-04-26,1,27.64,1960-04-28,50.16,5,3,3,Severe Flood
INDOFLOODS-gauge-1078-5,1960-08-08,1960-08-10,50.66,1960-08-10,1,2417.59,1960-08-10,6790.62,3,3,1,Severe Flood
